stat_rec,comparison,decade_from,decade_to,value_from,value_to,abs_change,pct_change,abs_change_magnitude,change_tercile,change_class
51E6,decade3_minus_decade1,1985-1994,2005-2015,27.833333333333336,9.363636363636363,-18.469696969696972,-66.3581927054981,18.469696969696972,1,stable
51E7,decade3_minus_decade1,1985-1994,2005-2015,760.9,282.54545454545456,-478.3545454545454,-62.866939867859834,478.3545454545454,1,stable
51E8,decade3_minus_decade1,1985-1994,2005-2015,8452,4819.090909090909,-3632.909090909091,-42.98283354128125,3632.909090909091,2,moderate
51E9,decade3_minus_decade1,1985-1994,2005-2015,13545.5,2713.4545454545455,-10832.045454545454,-79.96785245687094,10832.045454545454,3,large_change
51F0,decade3_minus_decade1,1985-1994,2005-2015,8983.2,1385.7272727272727,-7597.472727272728,-84.57423554271003,7597.472727272728,2,moderate
51F1,decade3_minus_decade1,1985-1994,2005-2015,6903,2593.090909090909,-4309.909090909091,-62.43530480818617,4309.909090909091,2,moderate
51F2,decade3_minus_decade1,1985-1994,2005-2015,10510.2,4706.181818181818,-5804.018181818183,-55.222718709617155,5804.018181818183,2,moderate
51F3,decade3_minus_decade1,1985-1994,2005-2015,880.7,68.36363636363636,-812.3363636363637,-92.23757961125963,812.3363636363637,1,stable
51F4,decade3_minus_decade1,1985-1994,2005-2015,53.9,14,-39.9,-74.02597402597402,39.9,1,stable
52E6,decade3_minus_decade1,1985-1994,2005-2015,57.75,15,-42.75,-74.02597402597402,42.75,1,stable
52E7,decade3_minus_decade1,1985-1994,2005-2015,90.5,28.75,-61.75,-68.23204419889503,61.75,1,stable
52E8,decade3_minus_decade1,1985-1994,2005-2015,1192.6,316.1818181818182,-876.4181818181817,-73.48802463677525,876.4181818181817,1,stable
52E9,decade3_minus_decade1,1985-1994,2005-2015,8485.8,2255.181818181818,-6230.618181818181,-73.42405173134155,6230.618181818181,2,moderate
52F0,decade3_minus_decade1,1985-1994,2005-2015,10667.8,2970.909090909091,-7696.890909090908,-72.1506862623119,7696.890909090908,2,moderate
52F1,decade3_minus_decade1,1985-1994,2005-2015,11101.1,2418.6363636363635,-8682.463636363636,-78.21264231800124,8682.463636363636,2,moderate
52F2,decade3_minus_decade1,1985-1994,2005-2015,950.1,327.625,-622.475,-65.51678770655721,622.475,1,stable
52F3,decade3_minus_decade1,1985-1994,2005-2015,212.3,25.6,-186.70000000000002,-87.9415920866698,186.70000000000002,1,stable
52F4,decade3_minus_decade1,1985-1994,2005-2015,125.4,17,-108.4,-86.44338118022328,108.4,1,stable
