stat_rec,random_intercept,n_hauls,unpooled_intercept,model_id,shrinkage_ratio
42E9,0.19557061398946726,65,0.19743555876887078,simple_nonspatial,0.9905541595899312
43E9,0.17561513777148088,65,0.20629140771448248,simple_nonspatial,0.8512964243985427
44E7,-0.09357834397042863,65,-0.08511851555667528,simple_nonspatial,1.0993888152116618
44F0,-0.024087778953418876,65,-0.007780224239649101,simple_nonspatial,3.096026311255171
44F3,0.06482294217084841,65,0.07175744443786015,simple_nonspatial,0.9033619114875695
44F4,0.018269610374312087,65,0.02083162312433708,simple_nonspatial,0.8770132920160285
45F0,0.07823059848665584,65,0.13336782421697208,simple_nonspatial,0.5865777517625604
46F3,-0.05446799202873976,65,-0.04372357684147153,simple_nonspatial,1.2457350464767378
47F0,-0.1145979670287894,65,-0.1242014279516789,simple_nonspatial,0.9226783372681853
48F1,-0.1431714080822544,65,-0.20156184168088118,simple_nonspatial,0.7103100809573258
40F5,-0.0744186717796282,66,-0.05345680927350531,simple_nonspatial,1.3921270796181278
41F5,0.0230659153896499,66,0.06572540305552778,simple_nonspatial,0.3509436887007414
42F3,0.016143309351819825,66,0.0018357822102855763,simple_nonspatial,8.793695276798958
44E9,-0.04340771534183047,66,-0.03684623067717238,simple_nonspatial,1.1780775005765562
44F5,0.09809073201997259,66,0.15636626694204897,simple_nonspatial,0.6273138953705794
45F2,-0.07768241246702708,66,-0.11718157716179553,simple_nonspatial,0.6629234248978321
47F1,-0.13438274018505517,66,-0.1759537489384466,simple_nonspatial,0.763738999571222
38F2,-0.09814202362560366,67,-0.12816149363598037,simple_nonspatial,0.7657684132829975
40E9,0.06055229012922158,67,0.05881739466968,simple_nonspatial,1.0294962989993828
41E7,0.012738117711800608,67,0.06376676473264098,simple_nonspatial,0.19976107875644208
41F0,0.07745885409607925,67,0.0836517990613094,simple_nonspatial,0.9259675818724321
42F2,0.027884628639359452,67,0.010684703256411358,simple_nonspatial,2.6097709941197738
43F2,0.027011349805430573,67,-0.002258624019607389,simple_nonspatial,-11.959205946160925
43F3,0.06358261998296397,67,0.052145899865259054,simple_nonspatial,1.2193215602234597
43F4,0.05137840150285538,67,0.055125288132924825,simple_nonspatial,0.9320296227561751
45F1,0.04143415505842618,67,0.0668865279672549,simple_nonspatial,0.6194693657699016
46E9,0.0028652058476196993,67,0.024135820575796323,simple_nonspatial,0.11871176447561764
48F0,-0.15610238079088498,67,-0.17867165702305968,simple_nonspatial,0.8736829522476424
37F2,-0.09393615937060924,68,-0.0646233712223144,simple_nonspatial,1.453594227504076
39F0,0.052927770995812806,68,0.07581349026948567,simple_nonspatial,0.6981313062843622
39F3,0.0429109165500848,68,0.05939274733361635,simple_nonspatial,0.7224942181753087
41E9,0.20919153782172922,68,0.20701679974670048,simple_nonspatial,1.010505128461505
44F2,-0.0010505625819669346,68,-0.026598557058703783,simple_nonspatial,0.03949697645809555
45E9,-0.015314961878810722,68,0.012452719865018438,simple_nonspatial,-1.2298487434727214
46E8,-0.08445203066192633,68,-0.08903200018910211,simple_nonspatial,0.9485581642842122
46F1,-0.005062863582343862,68,-0.00533151312000761,simple_nonspatial,0.9496110144312344
38F1,-0.08477042535423203,69,-0.07999626143587045,simple_nonspatial,1.059679837940787
