stat_rec,n_hauls,mean_abs_residual,mean_residual,median_abs_residual,sd_abs_residual,mean_ln_B_obs,year_min,year_max,n_years_with_effort,total_hours,mean_annual_hours_total,mean_annual_hours_otter,mean_annual_hours_beam,log_mean_annual_hours_total,rect_lon,rect_lat
35F2,65,1.062688830147348,-0.9851438944103812,1.1912746578991644,0.5210664095975044,10.410679123011523,1985,2015,31,574034,18517.225806451614,2565.387096774194,15951.83870967742,9.826510704823464,2.5,53.25
35F3,75,1.1438589692116825,-1.1309950290780995,1.3206238087151654,0.5382027123076233,10.700585813706518,1985,2015,31,693084,22357.548387096773,1300,21057.548387096773,10.014964005085464,3.5,53.25
35F4,87,1.2942765677096615,-1.2942765677096615,1.4045676521924992,0.3843325545780159,11.495202534397448,1985,2015,31,876456,28272.774193548386,2868.903225806452,25403.870967741936,10.249689947031232,4.5,53.25
36F0,65,1.3366211275592947,-1.3366211275592947,1.3792353850491832,0.48556755442174304,12.434886594244393,1985,2015,31,192904,6222.709677419354,4078.7419354838707,2143.967741935484,8.736121419111441,0.5,53.75
36F1,74,1.2385699361350606,-1.2007516518575805,1.4184714487389325,0.5354939902983338,11.842421093852236,1985,2015,31,264219,8523.193548387095,3962.6129032258063,4560.58064516129,9.050663699247337,1.5,53.75
36F2,76,1.3408601453017746,-1.3408601453017746,1.3976376801901935,0.41258862917665295,11.652749189334646,1985,2015,31,611610,19729.354838709674,9288.548387096776,10440.806451612903,9.889913583584267,2.5,53.75
36F3,92,1.4602471548356852,-1.4602471548356852,1.5754198440982217,0.49876089266948986,11.808801955131015,1985,2015,31,594085,19164.032258064515,7006.451612903225,12157.580645161292,9.860842660989055,3.5,53.75
36F4,93,1.4163661694692604,-1.4163661694692604,1.4907764307392029,0.49018449887719084,11.374364073538706,1985,2015,31,883657,28505.064516129034,4445.322580645161,24059.74193548387,10.257872133659768,4.5,53.75
36F5,104,1.4301724889486362,-1.4207445414907176,1.5996571427389465,0.4826290141385745,11.289979054722663,1985,2015,31,687844,22188.516129032258,2144.548387096774,20043.967741935485,10.007375209876914,5.5,53.75
36F6,91,1.2883464572148717,-1.2766253415560989,1.417741766984868,0.4815002641031722,10.519925364995247,1985,2015,31,1221895,39415.967741935485,3768.677419354839,35647.29032258065,10.581951655930103,6.5,53.75
36F7,78,1.3440446454604094,-1.34344979341443,1.4396222103822156,0.46868521410455044,10.755022493588779,1985,2015,31,1267064,40873.032258064515,1538.0645161290322,39334.967741935485,10.618250232275601,7.5,53.75
37E9,20,1.2851035623387204,-1.2851035623387204,1.3043803558411575,0.2809394865072815,11.929628557017022,1985,2007,31,789502,25467.806451612898,24940.838709677417,526.9677419354839,10.145209705925863,-0.5,54.25
37F0,71,1.2667701508643687,-1.26661125800909,1.3592175077514952,0.42742784000413997,12.149366947650469,1985,2015,31,945055,30485.645161290322,23293.870967741932,7191.774193548387,10.32504400314101,0.5,54.25
37F1,70,1.3598085702805316,-1.3598085702805316,1.4740018999229232,0.44945807711866564,12.064523797838094,1985,2015,31,1001301,32300.032258064515,19794.258064516132,12505.774193548385,10.382854467154097,1.5,54.25
37F2,68,1.407388887944018,-1.407388887944018,1.455477543485988,0.3687713700624495,12.092912055866359,1985,2015,31,1112421,35884.54838709677,22250.935483870966,13633.612903225809,10.488089941539153,2.5,54.25
37F3,92,1.4073169793382316,-1.4073169793382316,1.4889954256681852,0.49208386371765,12.126870641146915,1985,2015,31,461200,14877.419354838708,7260.806451612904,7616.612903225808,9.607667076591373,3.5,54.25
37F4,90,1.4859789620218722,-1.4859789620218722,1.644103211719396,0.4574335746139834,11.864804470805177,1985,2015,31,809593,26115.90322580645,11092.806451612903,15023.09677419355,10.170338016859583,4.5,54.25
37F5,95,1.3918392881348993,-1.3847450312610285,1.5203009152908535,0.44176015798411283,11.25723666638821,1985,2015,31,685853,22124.290322580648,4373.1612903225805,17751.129032258064,10.004476591714587,5.5,54.25
37F6,94,1.3370133333561236,-1.3360848771922111,1.46549103362908,0.5007230168519023,11.544399179449577,1985,2015,31,839383,27076.870967741932,2947.3870967741937,24129.483870967742,10.206472103837333,6.5,54.25
37F7,105,1.518477945584527,-1.518477945584527,1.5869723659251704,0.39898425401182624,11.661978180791886,1985,2015,31,1067403,34432.35483870968,8408.548387096776,26023.8064516129,10.44678099099053,7.5,54.25
37F8,72,1.3121988691193727,-1.2906889063389442,1.4087283670233122,0.5960277421789794,10.816119037325791,1985,2015,31,2335812,75348.7741935484,7107.4516129032245,68241.32258064517,11.22989620728238,8.5,54.25
38E9,61,1.3100970431674255,-1.3100970431674255,1.4585543480652117,0.45556580564122406,12.786471047865414,1985,2015,31,843983,27225.258064516132,24559.225806451617,2666.0322580645166,10.211937156633098,-0.5,54.75
38F0,70,1.4119471845962746,-1.4119471845962746,1.5138094704018625,0.4217067760177816,12.945899979788676,1985,2015,31,392230,12652.58064516129,9423.774193548385,3228.8064516129043,9.445695509056632,0.5,54.75
38F1,69,1.3363868525373754,-1.3363868525373754,1.5008881665520946,0.48523833087308177,11.535324536030592,1985,2015,31,587883,18963.967741935485,15393.838709677417,3570.129032258066,9.850348753195398,1.5,54.75
38F2,67,1.2160056102395589,-1.2160056102395589,1.3688739371620304,0.4981121379276745,10.55091983587154,1985,2015,31,283303,9138.806451612903,3536.8387096774186,5601.967741935483,9.120394488251652,2.5,54.75
38F3,72,1.3787866984275226,-1.3787866984275226,1.4708043861198412,0.4584911584939818,11.95814062116567,1985,2015,31,290624,9374.967741935483,5261.709677419354,4113.258064516129,9.145905071317646,3.5,54.75
38F4,78,1.4838042891584327,-1.4838042891584327,1.5527970122377948,0.38689064847269805,12.026221958373762,1985,2015,31,450896,14545.032258064517,7954.645161290323,6590.387096774191,9.5850735383708,4.5,54.75
38F5,91,1.423145391647719,-1.423145391647719,1.516184037255842,0.4098409258991633,11.639708385356304,1985,2015,31,331586,10696.322580645163,3333.4193548387093,7362.903225806452,9.277748763030292,5.5,54.75
38F6,99,1.4439123553443622,-1.4439123553443622,1.516112485111714,0.36971475829669903,11.677163961551965,1985,2015,31,630636,20343.09677419355,5522.5161290322585,14820.580645161292,9.92054606398179,6.5,54.75
38F7,111,1.3191889725312302,-1.3180475590640424,1.3876699477945387,0.47439631138436944,10.698062630612947,1985,2015,31,684767,22089.258064516132,9845.290322580642,12243.967741935483,10.00289197875951,7.5,54.75
38F8,40,1.0702192080832815,-1.061096378159969,1.1083870804903357,0.5497032340957861,9.715659004995292,1985,2015,31,1233365,39785.96774193548,990.3225806451615,38795.645161290326,10.591294693981181,8.5,54.75
39E8,59,1.124645281417797,-1.1204301286701785,1.2093819203082692,0.49346566130636943,11.93759494132679,1985,2015,31,1343212,43329.4193548387,43281.12903225807,48.29032258064516,10.676610192850951,-1.5,55.25
39E9,65,1.307507298278024,-1.307507298278024,1.3953638054816384,0.39993433277751783,12.460877816205718,1985,2015,31,636029,20517.064516129034,20362.612903225807,154.45161290322577,9.929060973010053,-0.5,55.25
39F0,68,1.41531120168057,-1.41531120168057,1.4930969974315902,0.4352395778542269,12.965486384040863,1985,2015,31,261507,8435.709677419356,8042.645161290324,393.0645161290323,9.040347662932268,0.5,55.25
39F1,77,1.3235050847485061,-1.3235050847485061,1.4409205905639233,0.4394522665491152,11.7861977562845,1985,2015,31,649990,20967.41935483871,17709.74193548387,3257.677419354838,9.9507727445571,1.5,55.25
39F2,78,1.100236371661452,-1.0941900228376766,1.2251821619943835,0.4247955484778054,10.770043401644614,1985,2015,31,255975,8257.258064516129,3702.1612903225814,4555.096774193549,9.018968956201899,2.5,55.25
39F3,68,1.0920892581227597,-1.0920892581227597,1.1328587262886627,0.48065860068522986,10.961407063623726,1985,2015,31,422471,13628.096774193551,7767.290322580646,5860.806451612904,9.519962255010826,3.5,55.25
39F4,82,1.32396129004218,-1.3210151952857931,1.464814335333533,0.46341741432146766,11.598147499265412,1985,2015,31,453235,14620.483870967742,10525.225806451614,4095.2580645161293,9.590247224115629,4.5,55.25
39F5,78,1.3862522924222342,-1.3862522924222342,1.461069469767847,0.4241364520275924,11.717685726870423,1985,2015,31,446584,14405.935483870966,11454.09677419355,2951.838709677419,9.575465000441566,5.5,55.25
39F6,87,1.4624507199816525,-1.4624507199816525,1.5495067397716173,0.4341501655773188,11.562524543438121,1985,2015,31,1220263,39363.32258064517,28913,10450.322580645161,10.580615166798966,6.5,55.25
39F7,101,1.287377986161358,-1.2847246014579345,1.366637198148581,0.5242473916647563,10.556730033915485,1985,2015,31,1076875,34737.903225806454,23066.258064516136,11671.645161290322,10.455615468364266,7.5,55.25
39F8,43,1.0612759229015805,-1.0612759229015805,1.0774664736609303,0.4772652174999258,9.827412086845284,1986,2015,31,1239122,39971.67741935483,3643.709677419354,36327.967741935485,10.59595143518509,8.5,55.25
40E8,61,1.2025802983265002,-1.195223770883961,1.2701639701971317,0.4574892377803125,11.508667057304987,1985,2015,31,281038,9065.741935483868,9062.354838709674,3.387096774193547,9.1123682652893,-1.5,55.75
40E9,67,1.3314543518355122,-1.3314543518355122,1.4296712268919851,0.42045373720572715,12.474755759671758,1985,2015,31,89860,2898.7096774193546,2875.4838709677415,23.225806451612907,7.972365899728396,-0.5,55.75
40F0,69,1.30707298766131,-1.30707298766131,1.4670100966960113,0.4281973569608352,12.57862179160777,1985,2015,31,92414,2981.0967741935483,2731.4838709677415,249.61290322580646,8.000381947579307,0.5,55.75
40F1,74,1.3033140371549086,-1.3033140371549086,1.435778440316584,0.41480312458168805,12.279869057038798,1985,2015,31,105851,3414.548387096775,2749.903225806452,664.6451612903226,8.136093340986141,1.5,55.75
40F2,72,1.3371486837258564,-1.3371486837258564,1.4688416357174159,0.50280911148596,12.40670398858834,1985,2015,31,123129,3971.903225806452,2991,980.9032258064518,8.28725239755329,2.5,55.75
40F3,77,1.0934829861956692,-1.0275453621597832,1.1972006657243526,0.4374691499912645,11.026470415672787,1985,2015,31,205465,6627.903225806451,3893.645161290323,2734.2580645161293,8.799194643523645,3.5,55.75
40F4,79,0.9138783798714769,-0.8183702347957493,0.8823537847619587,0.4818994774901437,10.828083609691388,1985,2015,31,380559,12276.096774193551,7414.096774193549,4862,9.415490754710133,4.5,55.75
40F5,66,1.3516182197831228,-1.3516182197831228,1.4317114859571083,0.4284179041290516,11.791603034399238,1985,2015,31,768539,24791.58064516129,22490.8064516129,2300.7741935483878,10.11829971985972,5.5,55.75
40F6,70,1.2784091876247983,-1.2784091876247983,1.3532987866452677,0.41189390039053575,11.081070168602922,1985,2015,31,588628,18988,14014.258064516129,4973.741935483871,9.851615143125416,6.5,55.75
40F7,74,1.2372540561523322,-1.2372540561523322,1.2508375278638644,0.41999351327591117,10.513492465818318,1985,2015,31,915109,29519.645161290326,19264.58064516129,10255.064516129034,10.29284513353285,7.5,55.75
41E7,67,1.2573116296333533,-1.2573116296333533,1.422671078151966,0.46753673472448365,11.981764675586993,1985,2015,31,1348778,43508.967741935485,43501.258064516136,7.70967741935484,10.680745334320186,-2.5,56.25
41E8,72,1.1881095154707697,-1.1881095154707697,1.2724279830636895,0.4300626291605889,11.608656176681468,1985,2015,31,147182,4747.806451612904,4671.709677419354,76.09677419354838,8.465648592109599,-1.5,56.25
41E9,68,1.1012048549077904,-1.1012048549077904,1.195882324940042,0.4469959598984577,11.953419628100395,1985,2015,31,53613,1729.451612903226,1711.6451612903227,17.80645161290322,7.456137701345685,-0.5,56.25
41F0,67,1.3870192977883595,-1.3870192977883595,1.5210035613212796,0.5205337834430769,12.893758318016147,1985,2015,31,105795,3412.7419354838707,3400,12.741935483870964,8.13556431042229,0.5,56.25
41F1,64,1.3212099073292591,-1.3212099073292591,1.4770888224642498,0.5049474761539472,12.594453383131448,1985,2015,31,85371,2753.903225806452,2675.2258064516122,78.67741935483869,7.921137594221037,1.5,56.25
41F2,62,1.2243737355008448,-1.2243737355008448,1.2656565203558356,0.429086836102562,12.183023786052626,1985,2015,31,90489,2919,2436.6774193548385,482.3225806451614,7.979338895262328,2.5,56.25
41F3,63,1.0926761426427165,-1.0440558665360071,1.098438221568978,0.4487761868275155,11.798009029831668,1985,2015,31,161946,5224.064516129033,4176.967741935483,1047.0967741935478,8.561222424341285,3.5,56.25
41F4,79,1.1350153684517357,-1.1339703299051218,1.157032893968001,0.5351077435339202,11.838632297270758,1985,2015,31,224239,7233.5161290322585,4947.4838709677415,2286.0322580645166,8.886618757635189,4.5,56.25
41F5,66,1.2258065189468652,-1.208253787543407,1.2964082296380335,0.49217269267141783,11.564782326103098,1985,2015,31,874050,28195.161290322583,25608.09677419355,2587.0645161290327,10.246941123203785,5.5,56.25
41F6,63,1.1361788685628462,-1.115253327426474,1.3119962218903112,0.4176133639284236,10.969049924038252,1985,2015,31,742545,23953.064516129034,17237.225806451617,6715.8387096774195,10.083893296838092,6.5,56.25
41F7,69,1.2441433473194305,-1.2441433473194305,1.3063762301637762,0.45171169301724023,10.973595646738932,1985,2015,31,864327,27881.51612903226,25054.387096774193,2827.1290322580644,10.235755109332876,7.5,56.25
42E7,48,1.039318074217566,-1.039318074217566,0.9291310395903309,0.4554256639833099,11.426480797796657,1985,2015,31,245608,7922.838709677421,7614.032258064517,308.8064516129031,8.977631052951693,-2.5,56.75
42E8,62,1.1030816992516101,-1.098709916991927,1.1584825204570581,0.42926167541948573,11.6329967193834,1985,2015,30,89768,2992.266666666666,2626.333333333334,365.9333333333333,8.004120600665194,-1.5,56.75
42E9,65,1.1684119098980137,-1.1684119098980137,1.3624360936352709,0.4600105896256646,12.244531264427438,1985,2015,31,56364,1818.1935483870968,1756.1290322580646,62.064516129032285,7.506148576588871,-0.5,56.75
42F0,60,1.4271692861516974,-1.4271692861516974,1.4988853573946734,0.3530547882937421,12.481198481325828,1985,2015,31,204238,6588.322580645162,6565.5483870967755,22.774193548387096,8.793205827166522,0.5,56.75
42F1,59,1.4509423366976342,-1.4509423366976342,1.5154907234409247,0.4338619176190038,12.371456688029213,1985,2015,31,49090,1583.548387096774,1553.4838709677417,30.06451612903226,7.368054716434839,1.5,56.75
42F2,67,1.231996854184886,-1.231996854184886,1.312315089377952,0.5109443332154722,11.610943033587066,1985,2015,31,84998,2741.8709677419356,2200.4193548387093,541.4516129032261,7.916760449270438,2.5,56.75
42F3,66,1.2590795421626777,-1.2590795421626777,1.3943764088008184,0.4812073753931046,11.594207103203217,1985,2015,31,155666,5021.4838709677415,3938.6774193548395,1082.8064516129032,8.521679885328581,3.5,56.75
42F4,75,1.1878266405369036,-1.1827176531967154,1.3109136734269082,0.5578677037853423,11.499309585185808,1985,2015,31,202424,6529.806451612904,4736.612903225808,1793.1935483870964,8.784285714126346,4.5,56.75
42F5,76,1.2069245039181935,-1.2069245039181935,1.2125644178784185,0.39133747764201005,11.691371719361669,1985,2015,31,250082,8067.16129032258,4956,3111.1612903225814,8.995680890238008,5.5,56.75
42F6,77,1.0549512895207611,-1.0493756996303507,1.1147376864047214,0.40993280941575916,11.170366934038864,1985,2015,31,693268,22363.483870967742,10707.806451612903,11655.677419354837,10.015229438067358,6.5,56.75
42F7,69,0.9506225694040544,-0.9357607311546849,0.9693989855931502,0.44713161216415553,10.536308429581828,1985,2015,31,930567,30018.290322580648,25501.09677419355,4517.193548387097,10.309595464754144,7.5,56.75
43E8,69,1.213329213706332,-1.213329213706332,1.287481868400036,0.5564449822536687,12.184835051757478,1985,2015,31,254916,8223.096774193551,5665.709677419354,2557.387096774193,9.014823754915785,-1.5,57.25
43E9,65,1.2130020254191858,-1.2130020254191858,1.2064826727220357,0.4832361060281745,12.560956069684384,1985,2015,31,124263,4008.4838709677415,3170.5806451612902,837.9032258064519,8.29641780153485,-0.5,57.25
43F0,60,1.4803752481077994,-1.4803752481077994,1.5781620255921522,0.35669336868215235,12.664487428541225,1985,2015,31,94537,3049.58064516129,3006.4838709677415,43.09677419354837,8.023087226945066,0.5,57.25
43F1,63,1.3998371578235143,-1.3998371578235143,1.4685932754041335,0.3539057969628492,12.307543583499287,1985,2015,31,41640,1343.2258064516127,1220.9677419354834,122.25806451612902,7.203573517723557,1.5,57.25
43F2,67,1.311727414494338,-1.3111214587216715,1.412914530138746,0.42484625400814396,12.001903464427102,1985,2015,31,50599,1632.2258064516127,1013.2258064516129,619,7.398312360478808,2.5,57.25
43F3,67,1.1197058917633835,-1.118045022640536,1.2508108714592563,0.5381236575801746,11.068085593527805,1985,2015,31,121585,3922.096774193548,1947.774193548387,1974.322580645161,8.274636614320675,3.5,57.25
43F4,67,1.173420768931709,-1.151577889668155,1.359407584869862,0.5457531377606887,11.138160083164728,1985,2015,31,282008,9097.032258064517,6886.74193548387,2210.290322580646,9.115813433745176,4.5,57.25
43F5,62,1.1962811176095185,-1.1962811176095185,1.2958652038616707,0.49540615121060305,11.451831724329917,1985,2015,31,347140,11198.064516129034,9319.322580645161,1878.7419354838707,9.323585528449128,5.5,57.25
43F6,64,1.2084431343872057,-1.2084431343872057,1.3138846922974396,0.48647441270810665,11.570558442853683,1985,2015,31,437738,14120.580645161292,11812.548387096775,2308.0322580645166,9.55545944849031,6.5,57.25
43F7,62,1.002647451734097,-1.0012001544185645,1.0898895736026182,0.518346488483647,11.028132665976516,1985,2015,31,1310076,42260.516129032265,31488.41935483871,10772.09677419355,10.651632166745921,7.5,57.25
44E6,61,1.5227937868808246,-1.5227937868808246,1.5681438791731512,0.4265835778892192,12.07538899872302,1985,2015,31,629136,20294.709677419352,20285.225806451614,9.48387096774193,9.918164796753246,-3.5,57.75
44E7,65,1.4063554437749617,-1.3987272207872716,1.5331910094710146,0.4116353934715228,11.81130168537906,1985,2015,31,752868,24286.064516129034,24270.774193548383,15.29032258064516,10.09769916315455,-2.5,57.75
44E8,64,1.490818723224381,-1.490818723224381,1.5747447578079425,0.36585585080203004,12.486228646189712,1985,2015,31,440123,14197.516129032263,13999.35483870968,198.1612903225806,9.560892740173585,-1.5,57.75
44E9,66,1.4556043932104663,-1.4556043932104663,1.5477557473855033,0.37302376398502124,12.520269346411306,1985,2015,31,284505,9177.580645161292,9150.645161290326,26.935483870967747,9.124627857843736,-0.5,57.75
44F0,65,1.4239241849206725,-1.4239241849206725,1.5251045949916602,0.3997431590436914,12.446113941916558,1985,2015,31,399536,12888.258064516132,12887.838709677417,0.41935483870967755,9.464149535278677,0.5,57.75
44F1,64,1.4971593127489111,-1.4971593127489111,1.5582908872538228,0.38103081416485823,12.58919519631902,1985,2015,31,75937,2449.58064516129,2434.935483870967,14.645161290322578,7.804080273484193,1.5,57.75
44F2,68,1.3062319525777695,-1.2878190276362103,1.4264962769209184,0.41071237379121234,11.578468002697141,1985,2015,31,136959,4418.032258064517,3230.612903225806,1187.4193548387095,8.39367600496029,2.5,57.75
44F3,65,1.1319464105909363,-1.117336702369465,1.1927814511359305,0.4274466150877992,11.10570863244363,1985,2015,31,289509,9339,7336.677419354837,2002.3225806451608,9.142061531222888,3.5,57.75
44F4,65,1.27550886390889,-1.27550886390889,1.386995368060175,0.47429222684441863,11.790912869928881,1985,2015,31,216070,6970,5802.580645161291,1167.4193548387093,8.849513965486398,4.5,57.75
44F5,66,1.2356199762533895,-1.2356199762533895,1.2981707639133981,0.500985919465087,12.412176397773598,1985,2015,31,597330,19268.709677419356,19157.41935483871,111.29032258064517,9.866289695255444,5.5,57.75
45E6,60,1.492659313454681,-1.492659313454681,1.6243164075038017,0.42237775422127793,12.527095198079827,1985,2015,31,33949,1095.1290322580646,1091.9032258064517,3.2258064516129026,6.999540190740777,-3.5,58.25
45E7,58,1.4746583815482541,-1.4746583815482541,1.615833155153453,0.357077817248156,12.271431525600029,1985,2015,31,136460,4401.935483870967,4341.387096774193,60.54838709677419,8.390026752882324,-2.5,58.25
45E8,69,1.5699646695633267,-1.5699646695633267,1.6394487183177873,0.37061258541170905,12.991991682203079,1985,2015,31,520430,16788.064516129034,16768.32258064516,19.741935483870964,9.728483031790885,-1.5,58.25
45E9,68,1.4274079319644204,-1.4274079319644204,1.5340293662021516,0.4269865021820091,12.663099635531015,1985,2015,31,426073,13744.290322580644,13743.25806451613,1.0322580645161297,9.528451522426526,-0.5,58.25
45F0,65,1.1947019298455717,-1.1947019298455717,1.2184031810622074,0.46897972405407745,11.80949351698385,1985,2015,31,1202977,38805.70967741936,38796.258064516136,9.451612903225804,10.56634844049112,0.5,58.25
45F1,67,1.327268609100653,-1.327268609100653,1.3420464939431778,0.46930690747968196,12.365550718199833,1985,2015,31,320922,10352.322580645163,10347.774193548386,4.548387096774195,9.245062769461443,1.5,58.25
45F2,66,1.3173647479189499,-1.3173647479189499,1.406215159166222,0.3848864744039488,11.278908052494877,1985,2015,31,127291,4106.161290322581,3561,545.1612903225807,8.320487385238653,2.5,58.25
45F3,69,1.4106540768559654,-1.4106540768559654,1.4284481641330213,0.372613204198643,12.345990178965897,1985,2015,31,207689,6699.645161290323,6142.354838709677,557.2903225806454,8.80995909347311,3.5,58.25
45F4,61,1.263153856614172,-1.263153856614172,1.2663699198177252,0.35431594775337477,12.445244169587076,1985,2015,31,443647,14311.193548387097,14247.129032258066,64.06451612903226,9.568867148600964,4.5,58.25
46E6,18,1.182099045228774,-1.182099045228774,1.2784890485944889,0.46683090978614705,12.07690321548027,1985,2015,31,54846,1769.2258064516125,1587.6129032258061,181.61290322580652,7.478862391697418,-3.5,58.75
46E7,57,1.5760448724470437,-1.5760448724470437,1.671917770320114,0.3944399601149316,13.078153874521687,1985,2015,31,36570,1179.6774193548385,1165.6129032258061,14.06451612903226,7.0738436369354325,-2.5,58.75
46E8,68,1.6403719956648732,-1.6403719956648732,1.6930204561236515,0.40991335969641557,13.372594276354304,1985,2015,31,176962,5708.4516129032245,5697.387096774192,11.06451612903226,8.649878258266178,-1.5,58.75
46E9,67,1.378618112097714,-1.378618112097714,1.4546095685491398,0.3801205092962383,12.410283073193577,1985,2015,31,339217,10942.483870967742,10937.645161290324,4.838709677419355,9.300499477837185,-0.5,58.75
46F0,69,1.3532862200924918,-1.3532862200924918,1.4150646745858495,0.45962226581850335,12.325726959189806,1985,2015,31,604939,19514.161290322583,19506.51612903226,7.645161290322582,9.878946944521507,0.5,58.75
46F1,68,1.4082092658742293,-1.4082092658742293,1.4791674704307196,0.4396591520985565,12.513519531887864,1985,2015,31,143479,4628.354838709677,4622.096774193547,6.258064516129033,8.440172793679832,1.5,58.75
46F2,70,1.6272402914616482,-1.6272402914616482,1.6419689106185578,0.3826974318310067,12.499727047760542,1985,2015,31,47408,1529.2903225806454,1522.4516129032259,6.838709677419352,7.33321274970628,2.5,58.75
46F3,65,1.4129647623588306,-1.4129647623588306,1.3943137787870867,0.3281541962756194,12.25508087946221,1985,2015,31,364093,11744.935483870966,11725.806451612905,19.12903225806452,9.371262543463171,3.5,58.75
47E6,16,1.3261344299490585,-1.3261344299490585,1.3043372259764112,0.5032525316738602,12.317181550492352,2005,2015,31,150818,4865.096774193548,4608.4516129032245,256.6451612903227,8.490047410978331,-3.5,59.25
47E7,59,1.4763466198973743,-1.4763466198973743,1.5994831076285614,0.46204068564906436,13.128539717131135,1985,2015,29,37341,1287.6206896551726,1195.2758620689656,92.34482758620688,7.161327692493056,-2.5,59.25
47E8,62,1.6155599398239708,-1.6155599398239708,1.7278090588173534,0.4677334114621883,13.532582602573079,1985,2015,31,68798,2219.290322580645,2165.2580645161293,54.03225806451615,7.705393242253125,-1.5,59.25
47E9,63,1.4767346260042864,-1.4767346260042864,1.4957214957181826,0.3932476396705253,12.855613311448964,1985,2015,31,254110,8197.096774193551,8183.967741935483,13.12903225806452,9.011657305604704,-0.5,59.25
47F0,65,1.5329428733590025,-1.5329428733590025,1.5335633848588994,0.3139702009574776,12.45808579736675,1985,2015,31,277236,8943.096774193551,8941.354838709676,1.7419354838709677,9.098749015349041,0.5,59.25
47F1,66,1.5714742326443176,-1.5714742326443176,1.5678846651897604,0.28759392616336127,12.488405288798473,1985,2015,31,90924,2933.0322580645166,2927.354838709677,5.67741935483871,7.98413295321117,1.5,59.25
47F2,60,1.5794210383229113,-1.5794210383229113,1.5647418118566705,0.3397265731335947,12.451908306175904,1985,2015,31,123522,3984.58064516129,3981.8709677419356,2.709677419354838,8.290438288304156,2.5,59.25
47F3,58,1.3260975378835136,-1.3260975378835136,1.3246257846855567,0.3352319745579599,12.091251499437332,1985,2015,31,370667,11957,11951.225806451614,5.774193548387096,9.38915578944085,3.5,59.25
